Date,Description,Merchant,Amount,Category
26-01-2026,Metro Card 26 Jan,Metro Card,62.0,Transport
26-01-2026,Ajio 26 Jan,Ajio,1445.0,Shopping
26-01-2026,Random 26 Jan,Random,143.0,Other
26-01-2026,Zepto 26 Jan,Zepto,1193.0,Groceries
26-01-2026,Random 26 Jan,Random,210.0,Other
26-01-2026,Nykaa 26 Jan,Nykaa,1716.0,Shopping
26-01-2026,Steam 26 Jan,Steam,2130.0,Entertainment
26-02-2026,Zepto 26 Feb,Zepto,624.0,Groceries
26-02-2026,Pizza Hut 26 Feb,Pizza Hut,781.0,Food & Dining
26-02-2026,Zepto 26 Feb,Zepto,643.0,Groceries
26-02-2026,Ajio 26 Feb,Ajio,1233.0,Shopping
26-02-2026,UPI to Friend 26 Feb,UPI to Friend,2266.0,Transfers
26-02-2026,Doctor Visit 26 Feb,Doctor Visit,955.0,Healthcare
26-03-2026,Reliance Fresh 26 Mar,Reliance Fresh,584.0,Groceries
26-03-2026,McDonalds 26 Mar,McDonalds,251.0,Food & Dining
26-03-2026,Ola 26 Mar,Ola,222.0,Transport
26-03-2026,Subway 26 Mar,Subway,410.0,Food & Dining
26-04-2026,Blinkit 26 Apr,Blinkit,1080.0,Groceries
26-04-2026,Jio Recharge 26 Apr,Jio Recharge,352.0,Bills & Utilities
26-04-2026,PVR 26 Apr,PVR,716.0,Entertainment
26-04-2026,Zepto 26 Apr,Zepto,765.0,Groceries
26-04-2026,Uber 26 Apr,Uber,293.0,Transport
26-04-2026,BPCL 26 Apr,BPCL,2088.0,Transport
26-04-2026,Dental Clinic 26 Apr,Dental Clinic,1125.0,Healthcare
26-04-2026,Parking 26 Apr,Parking,96.0,Transport
26-04-2026,Burger King 26 Apr,Burger King,579.0,Food & Dining
26-04-2026,Blinkit 26 Apr,Blinkit,1363.0,Groceries
26-04-2026,Credit Card Payment 26 Apr,Credit Card Payment,8738.0,Transfers
26-05-2026,Zepto 26 May,Zepto,1036.0,Groceries
26-05-2026,Blinkit 26 May,Blinkit,1116.0,Groceries
26-05-2026,Swiggy 26 May,Swiggy,198.0,Food & Dining
26-05-2026,Swiggy 26 May,Swiggy,581.0,Food & Dining
26-05-2026,Zepto 26 May,Zepto,787.0,Groceries
26-05-2026,Local Cafe 26 May,Local Cafe,244.0,Food & Dining
26-05-2026,Rent Payment 26 May,Rent Payment,10000.0,Bills & Utilities
26-05-2026,Subway 26 May,Subway,288.0,Food & Dining
26-06-2026,Nykaa 26 Jun,Nykaa,1648.0,Shopping
26-06-2026,Nykaa 26 Jun,Nykaa,1158.0,Shopping
26-06-2026,UPI to Friend 26 Jun,UPI to Friend,1213.0,Transfers
26-06-2026,Zomato Dining 26 Jun,Zomato Dining,1320.0,Entertainment
27-01-2026,FD Deposit 27 Jan,FD Deposit,9975.0,Transfers
27-01-2026,Jio Recharge 27 Jan,Jio Recharge,671.0,Bills & Utilities
27-01-2026,IKEA 27 Jan,IKEA,2533.0,Shopping
27-01-2026,Dominos 27 Jan,Dominos,614.0,Food & Dining
27-01-2026,Electricity Board 27 Jan,Electricity Board,1949.0,Bills & Utilities
27-01-2026,Pizza Hut 27 Jan,Pizza Hut,884.0,Food & Dining
27-02-2026,Nykaa 27 Feb,Nykaa,1083.0,Shopping
27-02-2026,Local Cafe 27 Feb,Local Cafe,238.0,Food & Dining
27-02-2026,Reliance Fresh 27 Feb,Reliance Fresh,496.0,Groceries
27-02-2026,Parking 27 Feb,Parking,41.0,Transport
27-02-2026,Dosa Plaza 27 Feb,Dosa Plaza,161.0,Food & Dining
27-02-2026,Subway 27 Feb,Subway,322.0,Food & Dining
27-03-2026,Reliance Fresh 27 Mar,Reliance Fresh,1176.0,Groceries
27-03-2026,FD Deposit 27 Mar,FD Deposit,13646.0,Transfers
27-03-2026,Burger King 27 Mar,Burger King,566.0,Food & Dining
27-03-2026,Uber Pool 27 Mar,Uber Pool,177.0,Transport
27-03-2026,BPCL 27 Mar,BPCL,1741.0,Transport
27-03-2026,Zomato 27 Mar,Zomato,243.0,Food & Dining
27-03-2026,Pizza Hut 27 Mar,Pizza Hut,532.0,Food & Dining
27-03-2026,Myntra 27 Mar,Myntra,801.0,Shopping
27-03-2026,Credit Card Payment 27 Mar,Credit Card Payment,14652.0,Transfers
27-03-2026,Local Grocer 27 Mar,Local Grocer,548.0,Groceries
27-04-2026,Myntra 27 Apr,Myntra,2447.0,Shopping
27-04-2026,DMart 27 Apr,DMart,1146.0,Groceries
27-04-2026,ATM Fee 27 Apr,ATM Fee,25.0,Other
27-04-2026,Steam 27 Apr,Steam,1976.0,Entertainment
27-04-2026,Pizza Hut 27 Apr,Pizza Hut,707.0,Food & Dining
27-04-2026,Practo 27 Apr,Practo,460.0,Healthcare
27-05-2026,Uber Pool 27 May,Uber Pool,160.0,Transport
27-05-2026,Ola 27 May,Ola,388.0,Transport
27-05-2026,Flipkart 27 May,Flipkart,1860.0,Shopping
27-05-2026,Dosa Plaza 27 May,Dosa Plaza,262.0,Food & Dining
27-05-2026,Pizza Hut 27 May,Pizza Hut,592.0,Food & Dining
27-05-2026,Reliance Fresh 27 May,Reliance Fresh,901.0,Groceries
27-05-2026,Ola 27 May,Ola,382.0,Transport
27-05-2026,Indian Oil 27 May,Indian Oil,1565.0,Transport
27-05-2026,Ola 27 May,Ola,277.0,Transport
27-05-2026,Dental Clinic 27 May,Dental Clinic,1145.0,Healthcare
27-06-2026,Google One 27 Jun,Google One,289.0,Subscriptions
27-06-2026,Subway 27 Jun,Subway,513.0,Food & Dining
27-06-2026,Zepto 27 Jun,Zepto,453.0,Groceries
27-06-2026,Big Basket 27 Jun,Big Basket,1353.0,Groceries
27-06-2026,Uber Pool 27 Jun,Uber Pool,161.0,Transport
27-06-2026,Local Cafe 27 Jun,Local Cafe,310.0,Food & Dining
27-06-2026,YouTube Premium 27 Jun,YouTube Premium,152.0,Subscriptions
27-06-2026,Dosa Plaza 27 Jun,Dosa Plaza,235.0,Food & Dining
27-06-2026,FD Deposit 27 Jun,FD Deposit,12611.0,Transfers
27-06-2026,Big Basket 27 Jun,Big Basket,1492.0,Groceries
27-06-2026,Burger King 27 Jun,Burger King,619.0,Food & Dining
27-06-2026,Flipkart 27 Jun,Flipkart,3677.0,Shopping
28-01-2026,Reliance Fresh 28 Jan,Reliance Fresh,644.0,Groceries
28-01-2026,Random 28 Jan,Random,487.0,Other
28-01-2026,Burger King 28 Jan,Burger King,255.0,Food & Dining
28-01-2026,Metro Card 28 Jan,Metro Card,71.0,Transport
28-01-2026,Google One 28 Jan,Google One,139.0,Subscriptions
28-01-2026,Credit Card Payment 28 Jan,Credit Card Payment,42382.0,Transfers
28-01-2026,iCloud 28 Jan,iCloud,101.0,Subscriptions
28-01-2026,PlayStation Store 28 Jan,PlayStation Store,3870.0,Entertainment
28-02-2026,Rapido 28 Feb,Rapido,31.0,Transport
28-02-2026,Netflix 28 Feb,Netflix,718.0,Subscriptions
28-02-2026,Pizza Hut 28 Feb,Pizza Hut,1026.0,Food & Dining
28-02-2026,BookMyShow 28 Feb,BookMyShow,767.0,Entertainment
28-02-2026,Dominos 28 Feb,Dominos,1058.0,Food & Dining
28-03-2026,Subway 28 Mar,Subway,618.0,Food & Dining
28-03-2026,Reliance Fresh 28 Mar,Reliance Fresh,1601.0,Groceries
28-03-2026,Zepto 28 Mar,Zepto,921.0,Groceries
28-03-2026,Ola 28 Mar,Ola,425.0,Transport
28-03-2026,iCloud 28 Mar,iCloud,100.0,Subscriptions
28-03-2026,Zepto 28 Mar,Zepto,768.0,Groceries
28-03-2026,UPI to Friend 28 Mar,UPI to Friend,704.0,Transfers
28-03-2026,Spotify 28 Mar,Spotify,198.0,Subscriptions
28-03-2026,Steam 28 Mar,Steam,1140.0,Entertainment
28-03-2026,Metro Card 28 Mar,Metro Card,93.0,Transport
28-03-2026,Burger King 28 Mar,Burger King,344.0,Food & Dining
28-04-2026,Spotify 28 Apr,Spotify,177.0,Subscriptions
28-04-2026,Amazon Prime 28 Apr,Amazon Prime,848.0,Subscriptions
28-04-2026,Reliance Fresh 28 Apr,Reliance Fresh,812.0,Groceries
28-04-2026,Burger King 28 Apr,Burger King,324.0,Food & Dining
28-04-2026,BPCL 28 Apr,BPCL,1258.0,Transport
28-04-2026,Zomato 28 Apr,Zomato,363.0,Food & Dining
28-04-2026,Parking 28 Apr,Parking,75.0,Transport
28-04-2026,Uber 28 Apr,Uber,301.0,Transport
28-04-2026,Doctor Visit 28 Apr,Doctor Visit,1176.0,Healthcare
28-05-2026,Nykaa 28 May,Nykaa,633.0,Shopping
28-05-2026,Dominos 28 May,Dominos,744.0,Food & Dining
28-05-2026,Decathlon 28 May,Decathlon,1646.0,Shopping
28-05-2026,Uber Pool 28 May,Uber Pool,110.0,Transport
28-05-2026,Airtel Recharge 28 May,Airtel Recharge,697.0,Bills & Utilities
28-05-2026,Rent Transfer 28 May,Rent Transfer,11112.0,Transfers
28-05-2026,Amazon Prime 28 May,Amazon Prime,1095.0,Subscriptions
28-05-2026,Dominos 28 May,Dominos,526.0,Food & Dining
28-05-2026,Local Store 28 May,Local Store,1853.0,Shopping
28-06-2026,Practo 28 Jun,Practo,501.0,Healthcare
28-06-2026,Cash Withdrawal 28 Jun,Cash Withdrawal,2736.0,Other
28-06-2026,Random 28 Jun,Random,422.0,Other
28-06-2026,IKEA 28 Jun,IKEA,3644.0,Shopping
28-06-2026,Nykaa 28 Jun,Nykaa,470.0,Shopping
28-06-2026,Parking 28 Jun,Parking,33.0,Transport
28-06-2026,BookMyShow 28 Jun,BookMyShow,555.0,Entertainment
28-06-2026,Uber Pool 28 Jun,Uber Pool,153.0,Transport
29-01-2026,Rapido 29 Jan,Rapido,143.0,Transport
29-01-2026,Hotstar 29 Jan,Hotstar,832.0,Subscriptions
29-01-2026,Zepto 29 Jan,Zepto,903.0,Groceries
29-01-2026,Local Grocer 29 Jan,Local Grocer,494.0,Groceries
29-01-2026,Myntra 29 Jan,Myntra,2714.0,Shopping
29-03-2026,Swiggy 29 Mar,Swiggy,272.0,Food & Dining
29-03-2026,Parking 29 Mar,Parking,76.0,Transport
29-03-2026,Local Cafe 29 Mar,Local Cafe,418.0,Food & Dining
29-03-2026,Jio Recharge 29 Mar,Jio Recharge,488.0,Bills & Utilities
29-03-2026,Ajio 29 Mar,Ajio,1328.0,Shopping
29-03-2026,Parking 29 Mar,Parking,86.0,Transport
29-03-2026,Local Cafe 29 Mar,Local Cafe,402.0,Food & Dining
29-03-2026,Broadband Bill 29 Mar,Broadband Bill,1391.0,Bills & Utilities
29-03-2026,McDonalds 29 Mar,McDonalds,660.0,Food & Dining
29-03-2026,Random 29 Mar,Random,335.0,Other
29-03-2026,Zomato Dining 29 Mar,Zomato Dining,1095.0,Entertainment
29-03-2026,Dosa Plaza 29 Mar,Dosa Plaza,281.0,Food & Dining
29-04-2026,Society Maintenance 29 Apr,Society Maintenance,2717.0,Bills & Utilities
29-04-2026,Apollo Pharmacy 29 Apr,Apollo Pharmacy,718.0,Healthcare
29-04-2026,Pizza Hut 29 Apr,Pizza Hut,467.0,Food & Dining
29-05-2026,Misc Expense 29 May,Misc Expense,631.0,Other
29-05-2026,Steam 29 May,Steam,469.0,Entertainment
29-05-2026,Subway 29 May,Subway,405.0,Food & Dining
29-05-2026,Apollo Pharmacy 29 May,Apollo Pharmacy,506.0,Healthcare
29-05-2026,Zepto 29 May,Zepto,1056.0,Groceries
29-05-2026,Dominos 29 May,Dominos,537.0,Food & Dining
29-05-2026,Cash Withdrawal 29 May,Cash Withdrawal,1104.0,Other
29-05-2026,Reliance Fresh 29 May,Reliance Fresh,1253.0,Groceries
29-06-2026,Local Store 29 Jun,Local Store,1108.0,Shopping
29-06-2026,IKEA 29 Jun,IKEA,2401.0,Shopping
29-06-2026,Nykaa 29 Jun,Nykaa,1442.0,Shopping
29-06-2026,Rent Transfer 29 Jun,Rent Transfer,45332.0,Transfers
30-01-2026,UPI to Friend 30 Jan,UPI to Friend,452.0,Transfers
30-01-2026,Dominos 30 Jan,Dominos,355.0,Food & Dining
30-01-2026,Ajio 30 Jan,Ajio,1090.0,Shopping
30-01-2026,Cash Withdrawal 30 Jan,Cash Withdrawal,809.0,Other
30-01-2026,Amazon 30 Jan,Amazon,538.0,Shopping
30-01-2026,Zomato 30 Jan,Zomato,675.0,Food & Dining
30-01-2026,McDonalds 30 Jan,McDonalds,377.0,Food & Dining
30-01-2026,Airtel Recharge 30 Jan,Airtel Recharge,613.0,Bills & Utilities
30-01-2026,Dominos 30 Jan,Dominos,671.0,Food & Dining
30-03-2026,Swiggy 30 Mar,Swiggy,363.0,Food & Dining
30-03-2026,Ajio 30 Mar,Ajio,965.0,Shopping
30-03-2026,Swiggy 30 Mar,Swiggy,251.0,Food & Dining
30-03-2026,ATM Fee 30 Mar,ATM Fee,24.0,Other
30-03-2026,Zepto 30 Mar,Zepto,496.0,Groceries
30-03-2026,Rapido 30 Mar,Rapido,100.0,Transport
30-04-2026,PlayStation Store 30 Apr,PlayStation Store,3436.0,Entertainment
30-04-2026,ATM Fee 30 Apr,ATM Fee,24.0,Other
30-04-2026,Dental Clinic 30 Apr,Dental Clinic,997.0,Healthcare
30-04-2026,Airtel Recharge 30 Apr,Airtel Recharge,923.0,Bills & Utilities
30-04-2026,FD Deposit 30 Apr,FD Deposit,11883.0,Transfers
30-04-2026,Jio Recharge 30 Apr,Jio Recharge,552.0,Bills & Utilities
30-05-2026,Rent Transfer 30 May,Rent Transfer,7119.0,Transfers
30-05-2026,BPCL 30 May,BPCL,2011.0,Transport
30-05-2026,Subway 30 May,Subway,401.0,Food & Dining
30-05-2026,Burger King 30 May,Burger King,809.0,Food & Dining
30-05-2026,Airtel Recharge 30 May,Airtel Recharge,760.0,Bills & Utilities
30-05-2026,Blinkit 30 May,Blinkit,752.0,Groceries
30-06-2026,Uber 30 Jun,Uber,309.0,Transport
30-06-2026,Dominos 30 Jun,Dominos,673.0,Food & Dining
30-06-2026,Zepto 30 Jun,Zepto,1074.0,Groceries
30-06-2026,Burger King 30 Jun,Burger King,343.0,Food & Dining
30-06-2026,McDonalds 30 Jun,McDonalds,322.0,Food & Dining
30-06-2026,McDonalds 30 Jun,McDonalds,439.0,Food & Dining
30-06-2026,Rapido 30 Jun,Rapido,81.0,Transport
30-06-2026,Subway 30 Jun,Subway,402.0,Food & Dining
30-06-2026,Uber 30 Jun,Uber,486.0,Transport
30-06-2026,Dominos 30 Jun,Dominos,315.0,Food & Dining
31-01-2026,IKEA 31 Jan,IKEA,3666.0,Shopping
31-01-2026,FD Deposit 31 Jan,FD Deposit,8583.0,Transfers
31-01-2026,Local Grocer 31 Jan,Local Grocer,286.0,Groceries
31-01-2026,Uber 31 Jan,Uber,124.0,Transport
31-01-2026,Uber 31 Jan,Uber,391.0,Transport
31-01-2026,Ajio 31 Jan,Ajio,1303.0,Shopping
31-01-2026,Reliance Fresh 31 Jan,Reliance Fresh,1237.0,Groceries
31-01-2026,Local Grocer 31 Jan,Local Grocer,404.0,Groceries
31-01-2026,Rapido 31 Jan,Rapido,42.0,Transport
31-03-2026,Uber Pool 31 Mar,Uber Pool,234.0,Transport
31-03-2026,Hotstar 31 Mar,Hotstar,711.0,Subscriptions
31-03-2026,Burger King 31 Mar,Burger King,392.0,Food & Dining
31-03-2026,Blinkit 31 Mar,Blinkit,1138.0,Groceries
31-03-2026,Swiggy 31 Mar,Swiggy,512.0,Food & Dining
31-03-2026,Local Cafe 31 Mar,Local Cafe,260.0,Food & Dining
31-03-2026,Metro Card 31 Mar,Metro Card,51.0,Transport
31-03-2026,Local Store 31 Mar,Local Store,539.0,Shopping
31-05-2026,Metro Card 31 May,Metro Card,48.0,Transport
31-05-2026,Flipkart 31 May,Flipkart,912.0,Shopping
31-05-2026,ATM Fee 31 May,ATM Fee,25.0,Other
31-05-2026,UPI to Friend 31 May,UPI to Friend,1622.0,Transfers
31-05-2026,Local Store 31 May,Local Store,1303.0,Shopping
31-05-2026,Airtel Recharge 31 May,Airtel Recharge,617.0,Bills & Utilities
31-05-2026,Airtel Recharge 31 May,Airtel Recharge,546.0,Bills & Utilities
31-05-2026,Local Cafe 31 May,Local Cafe,409.0,Food & Dining
31-05-2026,Myntra 31 May,Myntra,1932.0,Shopping
31-05-2026,Electricity Board 31 May,Electricity Board,1217.0,Bills & Utilities
